school_id,school_name,school_lon,school_lat,nearest_hospital_dist,nearest_clinic_dist,nearest_pharmacy_dist,nearest_any_facility_dist,nearest_facility_type,nearest_facility_name,hospitals_within_5km,clinics_within_5km,total_facilities_within_10km,weighted_access_score,access_risk_category
185,Мактаби Миёнаи №20,68.7867552,38.5653946,0.0011152775453317028,0.005552260803245755,0.0015504351697519997,0.0011152775453317028,hospital,Таваллудхонаи № 2,31,10,191,0.028036554433343606,Low Risk
186,Школа 6,68.5075259,38.5744168,0.007638314277781286,0.05321799250434774,0.008511798426508732,0.007638314277781286,hospital,Больница номер Один Гиссар,2,0,22,0.5118744642397868,Medium Risk
187,,71.6511183,37.8512079,0.12725443882597257,0.12782418982362773,0.1280398185021356,0.004447798978368688,doctors,,0,0,1,1.882027612540816,Medium Risk
188,"Муассисаи таълимии хусусии ""Абдураҳмони Ҷомӣ""",68.7337147,38.5778233,0.00417226003528949,0.02120333951621774,0.006628280395003582,0.00417226003528949,hospital,Роддом №1,11,5,190,0.1073655663736734,Low Risk
189,Гимназияи №74 (русӣ),68.7650756,38.5302093,0.003486049416787982,0.034739843713626116,0.003518925686480234,0.002832672763908799,dentist,Стоматология,16,3,192,0.1045941586722437,Low Risk
190,,71.2862839,37.9224362,0.2780570152741535,0.28064962414584815,0.27152332051688616,0.031174819350975727,doctors,,0,0,1,3.03136940061337,Medium Risk
191,Школа 61,69.6854194,40.2838586,0.04113317575895894,0.04597262819888974,0.039948973355077154,0.039948973355077154,pharmacy,,4,1,41,0.5143265742582652,Medium Risk
192,,68.7200709,38.5282419,0.021991816474560822,0.052877030872228205,0.027387886361697245,0.021991816474560822,hospital,Российский военный госпиталь,6,0,168,0.36841889318205756,Medium Risk
204,Средний школа #44,68.7829871,38.6220009,0.01775535341249697,0.004598340382987585,0.004577245332731966,0.004577245332731966,pharmacy,,15,8,180,0.08713868632955937,Low Risk
205,Муассисаи Таҳсилоти миенаи умуми №15,69.3218234,38.7229521,0.0012755562172908602,0.34294218913365204,0.0009742703734846416,0.0009742703734846416,pharmacy,,1,0,2,3.02047503082598,Medium Risk
206,МТМУ №64 имена Аълохон Афсаҳзод,68.0204002,39.4660625,0.12491825674150743,0.5089787902446441,0.43050593513143215,0.12491825674150743,hospital,,0,0,0,7.151197984271891,High Risk
207,Гимназия 1,69.0094327,39.9057814,0.005088124149183209,0.008469039527483287,0.0003831539395869946,0.0003831539395869946,pharmacy,Фабричний,6,2,15,0.05349065721047058,Low Risk
208,Школа 36,69.0081745,39.909822,0.0009053961739584727,0.008492133692586418,0.0033301023647599208,0.0009053961739584727,hospital,Илгир,7,2,15,0.04748524528276077,Low Risk
209,,71.4298538,37.926938,0.13475824735933734,0.1374443397518069,0.12847113406087854,0.029217452128815078,doctors,,0,0,3,2.1817635214887208,Medium Risk
210,School disabled,71.5600628,37.94617,0.003682045153668283,0.005847050788437365,0.0025081375021871674,0.0025081375021871674,pharmacy,,17,1,26,1.5534472819823073,Medium Risk
211,Мактаби миёнаи №79,68.8023548,38.5605437,0.001734935424686539,0.011990931325148517,0.0022760489106286143,0.001734935424686539,hospital,Госпитали КВД-и Роҳи оҳани Тоҷикистон,30,10,191,0.06458246973122655,Low Risk
212,Мактаби №94,68.7458774,38.5879508,0.012417760120575692,0.014987755506487701,0.003540664028065775,0.003540664028065775,pharmacy,,21,8,190,0.07578297072152682,Low Risk
213,эшма сой,68.8603577,38.1654501,0.16749360615403538,0.3344733506950367,0.29917087052155616,0.16749360615403538,hospital,Дехаи Коментерн,0,0,0,2.611407832639341,Medium Risk
214,Школа 38 районе Кушониён Хатлонской област,69.060808,37.8878099,0.0962202698268694,0.2776267454783841,0.14468358323071018,0.0962202698268694,hospital,Медпункт,0,0,1,2.0427970540292657,Medium Risk
215,Мактаби №21,69.0400148,37.981554,0.000751867357823329,0.2901356856509122,0.16491081507473598,0.000751867357823329,hospital,Медпункт,1,0,1,1.9571374403684112,Medium Risk
216,Secondary school,69.874593,37.8302167,0.09580478790955535,0.10678567309718132,0.11967829894226957,0.09580478790955535,hospital,Беморхонаи рақамӣи,0,0,1,5.826176533373397,High Risk
217,Муассисаи таҳсилоти миёнаи умумии №1,70.0412957,37.8372013,0.21998551358098342,0.24392547151956356,0.13621293209324345,0.13621293209324345,pharmacy,Дорухона,0,0,0,6.607571981942478,High Risk
