name,name:en,amenity,building,operator:type,capacity:persons,addr:full,addr:city,source,name:tg,osm_id,osm_type,healthcare_distance_risk,healthcare_capacity_risk,road_condition_risk,infrastructure_age_risk,environmental_risk,nearest_overall_dist,nearest_facility_type,nearest_facility_name,facilities_within_5km,facilities_within_10km,emergency_access_score,composite_risk_score,risk_category,priority_rank,ccri_supplement_ready,analysis_date,country,facility_access_group
Муассисаи таҳсилоти миёнаи умумии №10 ба номи Ғуломшоев Кучакшо деҳаи Ямг. Н. Ишкошим ВМКБ,,school,,,,,,,,12089910103,nodes,,,1.0,0.72,0.5692778096863186,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №37-и ноҳияи Ишкошим ба номи Азизбеков Ошурбек,,school,,,,,,,,12089939464,nodes,,,1.0,0.72,0.5692778096863186,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №2 ба номи Байрамбеков Холумбек деҳаи Исор ноҳияи Ишкошим,,school,,,,,,,,12090105967,nodes,,,1.0,0.72,0.4688369718213781,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №4 деҳаи Зонг ноҳияи Ишкошим ВМКБ,,school,,,,,,,,12090105968,nodes,,,1.0,0.72,0.4688369718213781,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №21 ноҳияи Ишкошим,,school,,,,,,,,12084960455,nodes,,,1.0,0.72,0.7666666666666666,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №7-и деҳаи Дамоби ноҳияи Сангвор,,school,,,,,,,,12215052859,nodes,,,0.8469763002051681,0.72,0.2600159596538256,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №6-и ба номи Одина Раҳматуллоев ноҳияи Рушони ВМКБ,,school,,,,,,,,3818371424,nodes,,,0.900448331431826,0.6311111111111112,0.3616972194390646,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №9 ба номи Отамбек Илчибеков ноҳияи Рушони ВМКБ,School #9 Otambekov Ilchibek,school,,,,,,,,12216441319,nodes,,,0.8349538126369743,0.5914285714285714,0.353470243910667,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №7-и деҳаи Дриж ноҳияи Ишкошим ВМКБ,,school,,,,,,,,12387341045,nodes,,,1.0,0.72,0.5894538215205262,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Лицей Рахнамо,,school,,,,,,,,9774274809,nodes,,,0.049708710988982385,0.28904905361737543,0.117582917888167,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Дилноз учебный центр,,school,,,,,,,,9774300920,nodes,,,0.08632354538575554,0.30221568937871074,0.1253568649428302,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа №63,,school,,,,,,,,9774300936,nodes,,,0.08053451248549687,0.40167262499973233,0.12362480801504605,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
МТМУ №65,,school,,,,,Шайдон,,,12641681978,nodes,,,1.0,0.72,0.9,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаб-интернати ҷумҳуриявӣ,Regional Boarding School,school,,,,,,,,3787030202,nodes,,,0.8257845800056952,0.6266666666666667,0.3662382622697844,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Гимназии «Кавсар»,Gymnasium „Kavsar“,school,,,,,,,,5479300921,nodes,,,0.651925015294643,0.5011162446781772,0.5669670609446308,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа № 54,,school,,,,,,,,5909921968,nodes,,,1.0,0.76,0.9,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,9499807236,nodes,,,0.9683244690919447,0.6866666666666668,0.39203409212857016,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Частная Гимназия,,school,,,,,,,,11342086108,nodes,,,0.7060114787596107,0.4769491525423728,0.3895544092022825,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Music school No.3,,school,,,,,,,,9523366088,nodes,,,0.0034405207377728175,0.3822583375502768,0.10814008932315357,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547794,nodes,,,0.9683244690919447,0.6866666666666668,0.46317603190665785,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547796,nodes,,,0.9683244690919447,0.6866666666666668,0.43718519522799615,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547798,nodes,,,0.9683244690919447,0.6866666666666668,0.433930540397738,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547807,nodes,,,0.9683244690919447,0.6866666666666668,0.46265108814354466,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547809,nodes,,,0.9683244690919447,0.6866666666666668,0.46265108814354466,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа 100,,school,,,,,,,,5346827823,nodes,,,0.07236402680068371,0.3917492102679617,0.12195350519705062,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Филиали муассисаи таҳсилоти миёнаи умумии N30 ноҳияи Айнӣ дар водии Яғноб,School #30 Yaghnob Valley,school,,,,,,,Филиали муассисаи таҳсилоти миёнаи умумии N30 ноҳияи Айнӣ дар водии Яғноб,10856142135,nodes,,,1.0,0.72,0.6262534442800051,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа 22,,school,,,,,,,,10837373386,nodes,,,0.8598077906897442,0.6506832372290801,0.634013825573365,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Лицей с Технологическим уклоном им. Н.Назримадов,,school,,,,,,,,12729816201,nodes,,,0.7060114787596107,0.4769491525423728,0.4003589505538745,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби миёнаи №11,School №11,school,,,,,,,,4785749264,nodes,,,0.030786454805662222,0.3855370006458868,0.1191418567245273,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа №6,,school,,,,,,,,9774274802,nodes,,,0.04557029930895562,0.38812198471968357,0.11665516785101866,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,12041320242,nodes,,,0.4652703703275256,0.5577816221311056,0.2897965223568449,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №39,,school,,,,,,,,11572265166,nodes,,,0.9683244690919447,0.7266666666666667,0.38826859401611896,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №36,,school,,,,,,,,11572267922,nodes,,,0.8451418488939514,0.6369230769230769,0.3674595895540122,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №21,,school,,,,,,,,11572260644,nodes,,,0.8451418488939514,0.6369230769230769,0.36083352037898114,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №21,,school,,,,,,,,11572290535,nodes,,,0.8451418488939514,0.6369230769230769,0.35972880242831123,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №6,,school,,,,,,,,11518358137,nodes,,,0.8451418488939514,0.6369230769230769,0.3884833006976873,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №3,,school,,,,,,,,11518374276,nodes,,,0.8451418488939514,0.6369230769230769,0.38464364468710116,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №40,,school,,,,,,,,11518378911,nodes,,,0.8451418488939514,0.6369230769230769,0.3692267885655042,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №25,,school,,,,,,,,11518384958,nodes,,,0.8451418488939514,0.6369230769230769,0.37068415805099897,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби Тоҷикистон Россия дар Кӯлоб,,school,,,,,,,,11518335689,nodes,,,0.8451418488939514,0.6369230769230769,0.37714510245432736,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби Таҳсилоти умуми асосии №73,Public middle school #73,school,,,,,,,,11428402152,nodes,,,0.4434361648040105,0.560984690249315,0.3347600311230698,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,11401510533,nodes,,,0.9618094186880651,0.72,0.3628885516123883,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
школа им. Ломоносова,,school,,,,,,,,12760370201,nodes,,,0.7060114787596107,0.5769491525423728,0.3984140416225214,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Лицей,,school,,,,,,,,6859104585,nodes,,,0.8257845800056952,0.5266666666666666,0.5701108666907008,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа № 18,,school,,,,,,,,5992985788,nodes,,,0.6313461052274788,0.5296482583709257,0.568995435308859,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаб музиқии бачагона,,school,,,,,,,,12095563690,nodes,,,0.9419281933352318,0.7028571428571428,0.26845442898716315,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
"Shkola-9 ""Manas""",,school,,,,,,,,7989309685,nodes,,,0.9419281933352318,0.6628571428571429,0.2644911602054741,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,12843415344,nodes,,,1.0,0.72,0.5733481555229273,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
