name,name:en,amenity,building,operator:type,capacity:persons,addr:full,addr:city,source,name:tg,osm_id,osm_type,healthcare_distance_risk,healthcare_capacity_risk,road_condition_risk,infrastructure_age_risk,environmental_risk,nearest_overall_dist,nearest_facility_type,nearest_facility_name,facilities_within_5km,facilities_within_10km,emergency_access_score,composite_risk_score,risk_category,priority_rank,ccri_supplement_ready,analysis_date,country,facility_access_group
,,school,,,,,,,,3956356450,nodes,0.015564615892281725,0.9946236559139785,0.6529630297267831,0.645,0.1465851246692201,0.005152884610588321,pharmacy,Дорухона,1.0,1.0,0.8969423077882336,0.4716923604102511,Medium-Low Risk,124.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
,school № 21,school,,,,,,,,725885902,nodes,0.002138665438407582,0.026881720430107503,0.06971637790206342,0.35164803449737003,0.12274458309579789,0.0008142243732611896,pharmacy,,135.0,181.0,0.9837155125347762,0.0824384057943754,Low Risk,242.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби N71,,school,,,,,,,,4585685605,nodes,0.015337466604519175,0.7096774193548387,0.058651638289429375,0.39320703306158805,0.15033832428769375,0.010158960459124617,clinic,Диамед,50.0,54.0,0.7968207908175077,0.22846447792852972,Low Risk,228.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби 10,,school,,,,,,,,5012455922,nodes,0.03331197370250209,0.8010752688172043,0.9195928830795518,0.6849999999999999,0.44089444032166275,0.027220070867110903,hospital,Лукмони. хаким,18.0,37.0,0.45559858265778197,0.5265671873452876,Medium-High Risk,89.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби - 3.     А. Джоми,,school,,,,,,,,5096115521,nodes,0.05187471061467006,0.935483870967742,0.9195928830795518,0.6849999999999999,0.4412579148242044,0.04221666436964916,hospital,Физлечебница Гулакандоз,2.0,12.0,0.1556667126070168,0.5599640394197811,Medium-High Risk,57.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактабча,,school,,,,,,,,5096115422,nodes,0.05143101122475775,0.8064516129032258,0.9195928830795518,0.6849999999999999,0.4412579148242044,0.02511492324515759,doctors,санэпидем-стансия,22.0,36.0,0.4977015350968482,0.5340022930204086,Medium-High Risk,85.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3947206879,nodes,0.01288530659889515,0.8064516129032258,0.8816322108893643,0.6866666666666668,0.3553930142645831,0.010717632427461274,hospital,Поликлиника №1,34.0,36.0,0.7856473514507745,0.5069778833258286,Medium-High Risk,100.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,"Мактаби № 98 (Гипрозем, Чортут, Табачка)",8200679987,nodes,0.0038614946385529094,0.8010752688172043,0.12780629185245418,0.3602610713611673,0.15456812390840677,0.0034274122162440243,hospital,,31.0,37.0,0.9314517556751195,0.25528571674964334,Medium-Low Risk,223.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
"Школа чемпионов, таэквондо",Taekwondo champions' school,school,,,,,,,,5518725824,nodes,0.023749253655915223,0.946236559139785,0.1487608195712971,0.404942043266116,0.15896961999279044,0.019494473828495756,hospital,Рай. Больница,9.0,10.0,0.6101105234300849,0.3034395429899085,Medium-Low Risk,191.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби №38,,school,,,,,,,,2077126250,nodes,0.3314491404459992,1.0,0.18374419427146316,0.43517197788740586,0.12785411704541058,0.26808120674411096,hospital,,0.0,0.0,0.0,0.433611750259347,Medium-Low Risk,143.0,True,2025-06-17T13:08:11.477365,Tajikistan,
Гимназия N1,,school,,,,,,,,4355436799,nodes,0.011034562835785522,0.9731182795698925,0.08390534003213551,0.2932442319038915,0.12169994848965093,0.005533464380482137,doctors,,2.0,5.0,0.8893307123903572,0.2695337201246036,Medium-Low Risk,213.0,True,2025-06-17T13:08:11.477365,Tajikistan,4-5
,,school,,,,,,,,9462985335,nodes,0.006429403012336123,0.021505376344086002,0.8596850767347727,0.6311111111111112,0.2491178630722218,0.001650597588755318,dentist,,92.0,182.0,0.9669880482248936,0.3285951953271058,Medium-Low Risk,182.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3946145778,nodes,0.2228329993473737,1.0,0.8821998413808202,0.6311111111111112,0.27041477270963693,0.10819898418608986,doctors,,0.0,0.0,0.0,0.6067289154189344,Medium-High Risk,16.0,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби № 8 ш.Норак,,school,,,,,,,,4709784621,nodes,0.38698106297257195,1.0,0.8157361078004316,0.7028571428571428,0.24604737458083728,0.18776683442488476,doctors,,0.0,0.0,0.0,0.6571083391481214,Medium-High Risk,9.0,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №5 ш.Норак,,school,,,,,,,,4732513462,nodes,0.8978463485488278,1.0,0.8227444805590393,0.7028571428571428,0.2485799610691942,0.4353996827035213,doctors,,0.0,0.0,0.0,0.8377899116138808,High Risk,2.0,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,6549108645,nodes,0.5645157417530313,1.0,0.03145361618437609,0.3377416326377459,0.12434383532471628,0.27382360793425964,doctors,,0.0,0.0,0.0,0.46232235032155267,Medium-Low Risk,130.0,True,2025-06-17T13:08:11.477365,Tajikistan,
школа 31,,school,,,,,,,,6705153286,nodes,0.003644041114459144,0.010752688172043001,0.093437774001214,0.3996705310632886,0.13870544361057346,0.003251734344928024,hospital,"Медицинские ""Шифо""",124.0,184.0,0.9349653131014395,0.09367124736479475,Low Risk,237.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби №67,,school,,,,,,,,4734104780,nodes,0.001561929802535264,0.08064516129032262,0.9195928830795518,0.6849999999999999,0.38424412773825684,0.0006278494883392239,pharmacy,Дорухона,82.0,171.0,0.9874430102332156,0.36853613484575265,Medium-Low Risk,170.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Лицей 2,,school,,,,,,,,7542377785,nodes,0.010270762365729998,0.07526881720430112,0.7608686202790212,0.4989285852919575,0.5265616301546752,0.006884300941996995,clinic,Протезно-Ортопедический завод,84.0,172.0,0.8623139811600601,0.3100330546401484,Medium-Low Risk,189.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3949868438,nodes,0.5037778476249868,1.0,0.9618054551570393,0.6980762547630921,0.32056601339896496,0.407303325907324,hospital,сельское  Амбулатория,0.0,0.0,0.0,0.7375133493424172,Medium-High Risk,4.0,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3953168843,nodes,0.016309631823079856,0.946236559139785,0.9572946646545705,0.6866666666666668,0.4050620875608351,0.013484100198381622,hospital,Роддом,8.0,10.0,0.7303179960323676,0.5575324535077193,Medium-High Risk,59.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3956660266,nodes,0.01214434091013211,0.8064516129032258,0.6660674920991521,0.6866666666666668,0.1723856161165008,0.01011901589336475,hospital,Поликлиника №1,33.0,36.0,0.7976196821327051,0.4436769957298044,Medium-Low Risk,138.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3986020687,nodes,0.30102299429591756,1.0,0.9226709495450148,0.72,0.2755832152396318,0.2435003193555441,hospital,Больница,0.0,0.0,0.0,0.6578049461518064,Medium-High Risk,8.0,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3957945248,nodes,0.002492602711505322,0.9946236559139785,0.7412832442040176,0.645,0.22189526925264613,0.0023215022485505083,hospital,,1.0,1.0,0.9535699550289898,0.4929627166454593,Medium-Low Risk,108.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
,,school,,,,,,,,3958986294,nodes,0.009155765296862968,0.7096774193548387,0.6384624183020657,0.645,0.2216113920427567,0.003081833824214376,pharmacy,Аптека,50.0,54.0,0.9383633235157125,0.41258617590252405,Medium-Low Risk,147.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3958977612,nodes,0.0008702158516438239,0.05913978494623651,0.6817781905076733,0.645,0.18313010371268687,0.0004043188098485138,pharmacy,Pharmacy,96.0,175.0,0.9919136238030297,0.2884835853498753,Medium-Low Risk,196.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби №38,,school,,,,,,,,2076325446,nodes,0.0673913509938862,0.9946236559139785,0.18957691782584557,0.4371179098529234,0.12955954885746715,0.05475235613715147,hospital,Беморхонаи вилоятии бемориҳои руҳӣ,0.0,1.0,0.0,0.34195159740792913,Medium-Low Risk,178.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
39-мактаб,School 39,school,,,,,,,,5181583521,nodes,0.043878419398775396,0.9946236559139785,0.9419281933352318,0.7028571428571428,0.7666666666666666,0.03575656479165625,hospital,Беморхонаи вилоятии бемориҳои руҳӣ,1.0,1.0,0.28486870416687504,0.5935261310680798,Medium-High Risk,21.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
Мактаби № 10 н. Рудаки,,school,,,,,,,,4045205098,nodes,0.03804529164823815,0.9946236559139785,0.4208482069595907,0.49035621919472483,0.26699376702860994,0.03104405681736929,hospital,Беморхонаи вилоятии бемориҳои руҳӣ,1.0,1.0,0.37911886365261427,0.404355756230216,Medium-Low Risk,150.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
,,school,,,,,,,,3831018449,nodes,0.06864166668079032,0.9946236559139785,0.9683244690919447,0.6866666666666668,0.32863670585803234,0.05576246990405278,hospital,Беморхонаи вилоятии бемориҳои руҳӣ,0.0,1.0,0.0,0.5844622670869601,Medium-High Risk,30.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
,,school,,,,,,,,3831019479,nodes,0.08270796923381281,0.9946236559139785,0.9195928830795518,0.645,0.3079215652837161,0.06712645262220023,hospital,Беморхонаи вилоятии бемориҳои руҳӣ,0.0,1.0,0.0,0.5699168194487039,Medium-High Risk,45.0,True,2025-06-17T13:08:11.477365,Tajikistan,0-1
,,school,,,,,,,,3945547819,nodes,0.005026592847596321,0.010752688172043001,0.8451418488939514,0.5969230769230769,0.4688126627665188,0.0043686798921386315,hospital,"Stomotology and X-ray,",126.0,184.0,0.9126264021572273,0.3281744020313426,Medium-Low Risk,183.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3945547790,nodes,0.24345053780855275,1.0,1.0,0.72,0.5643054171485088,0.19698828123482792,hospital,,0.0,0.0,0.0,0.6714229590904189,Medium-High Risk,7.0,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547788,nodes,0.03967156280881111,0.9838709677419355,0.9683244690919447,0.6866666666666668,0.5830875578795716,0.03235790011727767,hospital,Физлечебница Гулакандоз,2.0,3.0,0.3528419976544467,0.5848947356984358,Medium-High Risk,29.0,True,2025-06-17T13:08:11.477365,Tajikistan,2-3
Мактаби №71,,school,,,,,,,,4756707894,nodes,0.020934979036848596,0.956989247311828,0.11356617839061073,0.4116989293054275,0.151286373515152,0.0068883431999365325,pharmacy,,8.0,8.0,0.8622331360012694,0.29643579479448695,Medium-Low Risk,192.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Лицей ТТУ,,school,,,,,,,,5346827824,nodes,0.029067267399223516,0.956989247311828,0.07340923248992065,0.2922428404269476,0.1220204394857951,0.01903266232165714,clinic,Маркази саломатии шаҳрӣ,8.0,8.0,0.6193467535668572,0.2698611492129059,Medium-Low Risk,212.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3945547799,nodes,0.031138177653760313,0.956989247311828,0.9683244690919447,0.6866666666666668,0.433930540397738,0.020371111470162545,clinic,Маркази саломатии шаҳрӣ,8.0,8.0,0.5925777705967491,0.5690738559340548,Medium-High Risk,48.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,4447076373,nodes,0.0041815613070627965,0.956989247311828,0.9195928830795518,0.645,0.3078740464715047,0.0014743959644483633,pharmacy,,8.0,8.0,0.9705120807110328,0.5349033190133008,Medium-High Risk,81.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3975865174,nodes,0.019724681389508992,0.956989247311828,0.9195928830795518,0.645,0.3629060305279547,0.012994459428921046,clinic,Маркази саломатии шаҳрӣ,8.0,8.0,0.7401108114215791,0.5430950102449794,Medium-High Risk,73.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
СОШ №25,,school,,,,,,,Мактаби №25,6814990253,nodes,0.024601245931401287,0.956989247311828,0.9195928830795518,0.645,0.4392495019438294,0.016146229837333704,clinic,Маркази саломатии шаҳрӣ,8.0,8.0,0.6770754032533259,0.5486189814054355,Medium-High Risk,66.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Мактаби миенаи тахсилоти умумии №24,,school,,,,,,,,4768959369,nodes,0.010506108077544783,0.956989247311828,0.9195928830795518,0.6849999999999999,0.3147432550621864,0.007036407131481944,clinic,Маркази саломатии шаҳрӣ,8.0,8.0,0.8592718573703612,0.5434603708125035,Medium-High Risk,72.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
СОШ №28,,school,,,,,,,,6815738755,nodes,0.0038920041493329194,0.989247311827957,0.9195928830795518,0.645,0.4381488482821418,0.003452060452831874,hospital,,1.0,2.0,0.9309587909433625,0.547767327001853,Medium-High Risk,68.0,True,2025-06-17T13:08:11.477365,Tajikistan,2-3
СОШ №70,,school,,,,,,,,6815738757,nodes,0.12370940306749463,1.0,0.9195928830795518,0.645,0.4490541669529154,0.10025097726176922,hospital,,0.0,0.0,0.0,0.5923992201911569,Medium-High Risk,22.0,True,2025-06-17T13:08:11.477365,Tajikistan,
СОШ №49,,school,,,,,,,Мактаби №49,6814293427,nodes,0.02017423012779175,0.7096774193548387,0.9195928830795518,0.645,0.4392495019438294,0.01328500708768515,clinic,УЗИ Сабурова К.,50.0,54.0,0.734299858246297,0.49760716028277424,Medium-Low Risk,105.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3945881696,nodes,0.0015819819908419641,0.946236559139785,1.0,0.72,0.6016444592855166,0.001268658898194108,clinic,Санаторий Сарчашма,9.0,10.0,0.9746268220361178,0.5778832284890276,Medium-High Risk,33.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
,,school,,,,,,,,3960991330,nodes,0.013622832506362594,0.8010752688172043,0.9419281933352318,0.6628571428571429,0.26893588747718783,0.01131347000702799,hospital,,34.0,37.0,0.7737305998594401,0.5133404592769065,Medium-High Risk,97.0,True,2025-06-17T13:08:11.477365,Tajikistan,6+
Школа-интернат № 11,,school,,,,,,,,3959601183,nodes,0.042874752031398004,0.989247311827957,1.0,0.76,0.7666666666666666,0.013978285996497926,pharmacy,,2.0,2.0,0.7204342800700415,0.615188958909914,Medium-High Risk,14.0,True,2025-06-17T13:08:11.477365,Tajikistan,2-3
,,school,,,,,,,,3961091861,nodes,0.0022853759205348234,0.989247311827957,0.9683244690919447,0.6866666666666668,0.5196980088442801,0.0008616345687174733,pharmacy,,2.0,2.0,0.9827673086256505,0.5697153616529788,Medium-High Risk,46.0,True,2025-06-17T13:08:11.477365,Tajikistan,2-3
,,school,,,,,,,,3960992800,nodes,0.26679415336070494,1.0,0.9419281933352318,0.6628571428571429,0.2647075256715701,0.21584728435336487,hospital,,0.0,0.0,0.0,0.6415239497222046,Medium-High Risk,11.0,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547797,nodes,,,1.0,0.72,0.5643054171485088,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
СОШ №27,,school,,,,,,,,6814192472,nodes,,,0.9195928830795518,0.645,0.4381488482821418,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
СОШ №58,,school,,,,,,,,6810601028,nodes,,,0.9195928830795518,0.645,0.4456408732231234,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3961330689,nodes,,,0.9683244690919447,0.6866666666666668,0.46803130328760406,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3960876722,nodes,,,0.8069972062525358,0.72,0.29460955622482515,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959412020,nodes,,,0.5755333797401615,0.610909090909091,0.14548409504244741,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958134051,nodes,,,0.9683244690919447,0.6866666666666668,0.39856025235037945,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958134387,nodes,,,0.9683244690919447,0.6866666666666668,0.3981364359171393,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956477346,nodes,,,0.6093165493031695,0.6628571428571429,0.1099005312922982,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956400545,nodes,,,0.6262468386613019,0.6628571428571429,0.17407755976498132,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956131606,nodes,,,0.6486258662664517,0.62,0.16970743154590492,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959588764,nodes,,,0.5905600868901834,0.610909090909091,0.19217158045392638,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3957667745,nodes,,,0.73816597285097,0.645,0.18059570526991395,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3957647545,nodes,,,0.7201867324490561,0.645,0.17755802589452938,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956580580,nodes,,,0.6172382981007035,0.6628571428571429,0.13708688489040535,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956477938,nodes,,,0.606702690827738,0.6628571428571429,0.10895597213636225,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956548685,nodes,,,0.5748604445379457,0.645,0.13099086160339543,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3956155539,nodes,,,0.6594282684920272,0.645,0.17676122517325457,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
12,,school,,,,,,,,6804474589,nodes,,,0.8174886076250142,0.5825,0.5829563263742507,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3954942373,nodes,,,0.7265787650014055,0.62,0.20451448835360042,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3955034009,nodes,,,0.7466938873458658,0.645,0.2044825277659649,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3954624201,nodes,,,0.7889676762310797,0.62,0.21621650506281312,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3949869079,nodes,,,0.9277052797031874,0.663351170604329,0.2840548903484892,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3954861393,nodes,,,0.7260873846021274,0.610909090909091,0.2095832120205788,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3952997514,nodes,,,0.9502507614409149,0.6762923222764741,0.27926198732281926,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3949483794,nodes,,,0.9683244690919447,0.6866666666666668,0.4122279396159238,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3831018590,nodes,,,0.9683244690919447,0.6866666666666668,0.3285574574732786,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
41 Хунар,,school,,,,,,,,8563112717,nodes,,,0.7060114787596107,0.536949152542373,0.3993423768450705,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,11271780686,nodes,,,0.8816173988460848,0.72,0.2725340692609483,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
МТУ №16,,school,,,,,,,,2132112134,nodes,,,0.9683244690919447,0.6866666666666668,0.4417164231459012,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №,,school,,,,,,,,1845154326,nodes,,,0.7924971119810588,0.6065792011946376,0.6757590005046726,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,2071094196,nodes,,,0.9683244690919447,0.6866666666666668,0.4417164231459012,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Maktabi N 14 ba nomi Shoismat Hasanov,,school,,,,,,,,2044724630,nodes,,,0.900448331431826,0.6311111111111112,0.7389318195268677,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,6634261972,nodes,,,0.9419281933352318,0.6628571428571429,0.9,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958024037,nodes,,,0.851196251202548,0.72,0.17262453574963132,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959230512,nodes,,,0.5553080147713445,0.610909090909091,0.12934999898802255,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959331506,nodes,,,0.5600199843928454,0.610909090909091,0.1335362481533412,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,6586563270,nodes,,,0.8349538126369743,0.5914285714285714,0.46984538130383613,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №28,,school,,,,,,,,1999712537,nodes,,,0.07830383832104926,0.38864111397706197,0.14326206266267194,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958024038,nodes,,,0.8509137086343973,0.72,0.17252243451798585,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958066039,nodes,,,0.8751751570813094,0.72,0.20811535082064828,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3958977611,nodes,,,0.70723545359743,0.645,0.15394684495565988,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959175946,nodes,,,0.5499835037331453,0.610909090909091,0.12742590259975775,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3959368064,nodes,,,0.5532250603668135,0.610909090909091,0.1316228450332895,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,6549108641,nodes,,,0.05367212804862387,0.350168403645486,0.11852359057137186,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби № 35,school 35,school,,,,,,,,6332194486,nodes,,,0.06296261521413743,0.3925184411878866,0.12588254522116651,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,Primary school no. 8,school,,,,,,,,6469563088,nodes,,,1.0,0.72,0.7666666666666666,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,"Мактаби № 97 (Авул, 104 микрорайон)",8208526405,nodes,,,0.042160314804723376,0.3422362368937398,0.12672252184448288,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи Таҳсилоти миенаи умуми №24 Ба номи З.Хайров Д.Чуянгарон Ш.Вахдат,Public school #24,school,yes,,,,,,,10048617103,nodes,,,0.5785249461829077,0.5684155213202002,0.40061423171193766,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,10048931234,nodes,,,0.08231224915472929,0.37300012745371786,0.1592657705437864,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547805,nodes,,,0.9683244690919447,0.6866666666666668,0.45424396032323605,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547813,nodes,,,0.9419281933352318,0.6628571428571429,0.4480538731879385,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547816,nodes,,,0.8451418488939514,0.5969230769230769,0.44968818391181387,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,3945547818,nodes,,,0.8451418488939514,0.5969230769230769,0.44968818391181387,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
"Образовательный центр ""Сириус""",,school,,,,,,,,12646830184,nodes,,,0.6955728473032743,0.4654446848237749,0.5876027738886626,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Литсеи Донишгоҳи Миллии Тоҷикистон,lyceum Tajik Natsionalnogo University,school,,,,,,,,4747286010,nodes,,,0.06279297885340551,0.35065496957707387,0.12212936582975671,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,297810484,nodes,,,0.9195928830795518,0.645,0.5854984576787293,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
,,school,,,,,,,,1224883503,nodes,,,0.1352035583522056,0.38117165964028776,0.15175464912325043,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
школа А. Сафаров 46,,school,,,,,,,,7876522886,nodes,,,0.9683244690919447,0.7266666666666667,0.9,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Президентский лицей номер 1,,school,,,,,,,,7872105386,nodes,,,0.015159370479530088,0.2806899359256625,0.11637416463506589,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа № 8,,school,,,,,,,,7829571572,nodes,,,0.7060114787596107,0.5769491525423728,0.4004942550623522,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Школа 13,,school,,,,,,,,4979278721,nodes,,,0.6522394579587286,0.5416410846844248,0.5822203935601792,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №28,School #28,school,,,,,Хучанд,,Мактаби №28,4741252965,nodes,,,0.8099468145516676,0.6188235294117647,0.6272172745865817,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби тазсилотии умумии раками 62,,school,,,,,,,,7042413382,nodes,,,0.6120195895997439,0.5182104504056589,0.6155088155438929,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби №3 (Масчиди Сурх),,school,,,,,,,,3580486684,nodes,,,0.668189451358734,0.5504520635538099,0.5808128794008943,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Мактаби рассоми,,school,,,,,Худжанд,,,6761544655,nodes,,,0.6369717689386994,0.5328774006083951,0.5855585168275216,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
17 школа,,school,,,,,,,,6894787690,nodes,,,0.8257845800056952,0.6266666666666667,0.601180668411924,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №2 ноҳияи Сангвор,,school,,,,,,,,12215039531,nodes,,,0.8349090252376766,0.72,0.29188091584380366,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №7-и ба номи Муҳаббатшо Рузадор ноҳияи Рушони ВМКБ,,school,,,,,,,,10274602294,nodes,,,0.8838563866704635,0.62,0.4109958367852387,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
Муассисаи таҳсилоти миёнаи умумии №41,,school,,,,,,,,12217018058,nodes,,,0.07402943559288683,0.35642049822594013,0.12894912256353477,,,,,,,,,,True,2025-06-17T13:08:11.477365,Tajikistan,
